"","funds_optimal","comp"
"896",1,"T=1"
"897",1,"T=1"
"898",1,"T=1"
"899",1.73577536066427,"T=1"
"900",1,"T=1"
"901",1,"T=1"
"902",1,"T=1"
"903",1.77451732552965,"T=1"
"904",1.73745201327879,"T=1"
"905",1.73317367968884,"T=1"
"906",1,"T=1"
"907",1,"T=1"
"908",1.75340384916464,"T=1"
"909",1,"T=1"
"910",1.75006139690578,"T=1"
"911",1.77617164666981,"T=1"
"912",1,"T=1"
"913",1,"T=1"
"914",1.78465804543985,"T=1"
"915",1.75725874965214,"T=1"
"916",1,"T=1"
"917",1.77510554876668,"T=1"
"918",1.74453899166798,"T=1"
"919",1,"T=1"
"920",1,"T=1"
"921",1,"T=1"
"922",1,"T=1"
"923",1,"T=1"
"924",1.73262937998485,"T=1"
"925",1,"T=1"
"926",1.77315629207297,"T=1"
"927",1.75380561953984,"T=1"
"928",1.74087081591322,"T=1"
"929",1,"T=1"
"930",1.73612951223438,"T=1"
"931",1.75004574220522,"T=1"
"932",1,"T=1"
"933",1,"T=1"
"934",1.7530650852469,"T=1"
"935",1.77000362996664,"T=1"
"936",1.79643276849884,"T=1"
"937",1.741518951494,"T=1"
"938",1,"T=1"
"939",1.7368694496496,"T=1"
"940",1.7354245209347,"T=1"
"941",1.74708682910937,"T=1"
"942",1.73270385344811,"T=1"
"943",1.74619053355691,"T=1"
"944",1,"T=1"
"945",1,"T=1"
"946",1,"T=1"
"947",1.74201586570086,"T=1"
"948",1,"T=1"
"949",1,"T=1"
"950",1.7501863223115,"T=1"
"951",1.74966204117892,"T=1"
"952",1.74794045507935,"T=1"
"953",1.75305310593936,"T=1"
"954",1.76745954351449,"T=1"
"955",1,"T=1"
"956",1.78046078428812,"T=1"
"957",1,"T=1"
"958",1.7369844663493,"T=1"
"959",1.75930574347531,"T=1"
"960",1.75168183369414,"T=1"
"961",1.74074950838596,"T=1"
